,to_date,from_date,Origin,Destination,total_buzz-O,total_buzz-D,death-O,fled,week_nbr,range
0,2/17/16,2/4/16,Anbar,Abu Al-Khaseeb,560.2307692,2.076923077,5.538461538,0,1,
1,2/17/16,2/4/16,Anbar,Abu Al-Khaseeb,76.38461538,15.38461538,2.076923077,0,1,
2,2/17/16,2/4/16,Anbar,Adhamia,70.46153846,15.38461538,0,0,1,
3,2/17/16,2/4/16,Anbar,Afaq,107.2307692,15.38461538,0,0,1,
4,2/17/16,2/4/16,Anbar,Afaq,352.9230769,2.076923077,12.46153846,0,1,
5,2/17/16,2/4/16,Anbar,Ain Al-Tamur,1086.384615,2.076923077,0,0,1,
6,2/17/16,2/4/16,Anbar,Ain Al-Tamur,74.92307692,15.38461538,0,0,1,
7,2/17/16,2/4/16,Anbar,Akre,44.46153846,2.076923077,0,0,1,
8,2/17/16,2/4/16,Anbar,Al Resafa,273.6923077,2.076923077,0.692307692,0,1,
9,2/17/16,2/4/16,Anbar,Al Sadr,393.3076923,2.076923077,0.307692308,0,1,
10,2/17/16,2/4/16,Anbar,Al-Chibayish,2012.307692,2.076923077,0,0,1,
11,2/17/16,2/4/16,Anbar,Al-Daur,76.38461538,2.076923077,2.076923077,0,1,
12,2/17/16,2/4/16,Anbar,Al-Hai,70.46153846,2.076923077,0,0,1,
13,2/17/16,2/4/16,Anbar,Al-Hamdaniya,107.2307692,2.076923077,0,0,1,
14,2/17/16,2/4/16,Anbar,Al-Hawiga,74.92307692,2.076923077,0,0,1,
15,2/17/16,2/4/16,Anbar,Al-Hindiya,583,2.076923077,9.230769231,0,1,
16,2/17/16,2/4/16,Anbar,Al-Ka'im,37.84615385,2.076923077,0,0,1,
17,2/17/16,2/4/16,Anbar,Al-Kahla,335.8461538,2.076923077,2.384615385,0,1,
18,2/17/16,2/4/16,Anbar,Al-Khalis,165.0769231,2.076923077,0.076923077,0,1,
19,2/17/16,2/4/16,Anbar,Al-Khidhir,112.2307692,2.076923077,0,0,1,
20,2/17/16,2/4/16,Anbar,Al-Mahawil,88.69230769,2.076923077,0,0,1,
21,2/17/16,2/4/16,Anbar,Al-Maimouna,560.2307692,7.230769231,5.538461538,25,1,
22,2/17/16,2/4/16,Anbar,Al-Manathera,150.3076923,7.230769231,0.153846154,0,1,
23,2/17/16,2/4/16,Anbar,Al-Mejar Al-Kabir,352.9230769,7.230769231,12.46153846,1,1,
24,2/17/16,2/4/16,Anbar,Al-Midaina,1086.384615,7.230769231,0,0,1,
25,2/17/16,2/4/16,Anbar,Al-Muqdadiya,44.46153846,7.230769231,0,0,1,
26,2/17/16,2/4/16,Anbar,Al-Musayab,273.6923077,7.230769231,0.692307692,0,1,
27,2/17/16,2/4/16,Anbar,Al-Na'maniya,393.3076923,7.230769231,0.307692308,0,1,
28,2/17/16,2/4/16,Anbar,Al-Qurna,2012.307692,7.230769231,0,0,1,
29,2/17/16,2/4/16,Anbar,Al-Rifa'i,76.38461538,7.230769231,2.076923077,0,1,
30,2/17/16,2/4/16,Anbar,Al-Rumaitha,70.46153846,7.230769231,0,0,1,
31,2/17/16,2/4/16,Anbar,Al-Rutba,107.2307692,7.230769231,0,0,1,
32,2/17/16,2/4/16,Anbar,Al-Samawa,74.92307692,7.230769231,0,0,1,
33,2/17/16,2/4/16,Anbar,Al-Shamiya,583,7.230769231,9.230769231,0,1,
34,2/17/16,2/4/16,Anbar,Al-Shatra,37.84615385,7.230769231,0,0,1,
35,2/17/16,2/4/16,Anbar,Al-Shikhan,335.8461538,7.230769231,2.384615385,0,1,
36,2/17/16,2/4/16,Anbar,Al-Shirqat,165.0769231,7.230769231,0.076923077,0,1,
37,2/17/16,2/4/16,Anbar,Al-Suwaira,112.2307692,7.230769231,0,0,1,
38,2/17/16,2/4/16,Anbar,Al-Zubair,88.69230769,7.230769231,0,0,1,
39,2/17/16,2/4/16,Anbar,Ali Al-Gharbi,560.2307692,2.538461538,5.538461538,0,1,
40,2/17/16,2/4/16,Anbar,Amara,150.3076923,2.538461538,0.153846154,0,1,
41,2/17/16,2/4/16,Anbar,Amedi,352.9230769,2.538461538,12.46153846,0,1,
42,2/17/16,2/4/16,Anbar,Ana,1086.384615,2.538461538,0,0,1,
43,2/17/16,2/4/16,Anbar,Ba'quba,44.46153846,2.538461538,0,0,1,
44,2/17/16,2/4/16,Anbar,Badra,273.6923077,2.538461538,0.692307692,0,1,
45,2/17/16,2/4/16,Anbar,Baiji,393.3076923,2.538461538,0.307692308,0,1,
46,2/17/16,2/4/16,Anbar,Balad,2012.307692,2.538461538,0,0,1,
47,2/17/16,2/4/16,Anbar,Baladrooz,76.38461538,2.538461538,2.076923077,0,1,
48,2/17/16,2/4/16,Anbar,Basrah,70.46153846,2.538461538,0,0,1,
49,2/17/16,2/4/16,Anbar,Chamchamal,107.2307692,2.538461538,0,0,1,
50,2/17/16,2/4/16,Anbar,Dahuk,74.92307692,2.538461538,0,0,1,
51,2/17/16,2/4/16,Anbar,Darbandikhan,37.84615385,2.538461538,0,0,1,
52,2/17/16,2/4/16,Anbar,Diwaniya,335.8461538,2.538461538,2.384615385,31,1,
53,2/17/16,2/4/16,Anbar,Dokan,165.0769231,2.538461538,0.076923077,0,1,
54,2/17/16,2/4/16,Anbar,Falluja,88.69230769,2.538461538,0,0,1,
55,2/17/16,2/4/16,Anbar,Fao,560.2307692,2.461538462,5.538461538,0,1,
56,2/17/16,2/4/16,Anbar,Haditha,150.3076923,2.461538462,0.153846154,0,1,
57,2/17/16,2/4/16,Anbar,Halabja,352.9230769,2.461538462,12.46153846,0,1,
58,2/17/16,2/4/16,Anbar,Hamza,1086.384615,2.461538462,0,0,1,
59,2/17/16,2/4/16,Anbar,Hashimiya,44.46153846,2.461538462,0,0,1,
60,2/17/16,2/4/16,Anbar,Hatra,273.6923077,2.461538462,0.692307692,0,1,
61,2/17/16,2/4/16,Anbar,Heet,393.3076923,2.461538462,0.307692308,0,1,
62,2/17/16,2/4/16,Anbar,Hilla,2012.307692,2.461538462,0,0,1,
63,2/17/16,2/4/16,Anbar,Kadhimia,74.92307692,2.461538462,0,0,1,
64,2/17/16,2/4/16,Anbar,Kalar,76.38461538,2.461538462,2.076923077,1,1,
65,2/17/16,2/4/16,Anbar,Karkh,70.46153846,2.461538462,0,0,1,
66,2/17/16,2/4/16,Anbar,Kerbala,107.2307692,2.461538462,0,0,1,
67,2/17/16,2/4/16,Anbar,Khanaqin,583,2.461538462,9.230769231,3,1,
68,2/17/16,2/4/16,Anbar,Kifri,37.84615385,2.461538462,0,0,1,
69,2/17/16,2/4/16,Anbar,Kirkuk,335.8461538,2.461538462,2.384615385,0,1,
70,2/17/16,2/4/16,Anbar,Koisnjaq,165.0769231,2.461538462,0.076923077,0,1,
71,2/17/16,2/4/16,Anbar,Kufa,112.2307692,2.461538462,0,0,1,
72,2/17/16,2/4/16,Anbar,Kut,88.69230769,2.461538462,0,0,1,
73,2/17/16,2/4/16,Anbar,Mada'in,560.2307692,0,5.538461538,1,1,
74,2/17/16,2/4/16,Anbar,Mahmoudiya,150.3076923,0,0.153846154,0,1,
75,2/17/16,2/4/16,Anbar,Makhmur,352.9230769,0,12.46153846,0,1,
76,2/17/16,2/4/16,Anbar,Mergasur,1086.384615,0,0,0,1,
77,2/17/16,2/4/16,Anbar,Mosul,44.46153846,0,0,0,1,
78,2/17/16,2/4/16,Anbar,Najaf,273.6923077,0,0.692307692,0,1,
79,2/17/16,2/4/16,Anbar,Nassriya,393.3076923,0,0.307692308,0,1,
80,2/17/16,2/4/16,Anbar,Penjwin,2012.307692,0,0,0,1,
81,2/17/16,2/4/16,Anbar,Pshdar,76.38461538,0,2.076923077,0,1,
82,2/17/16,2/4/16,Anbar,Qal'at Saleh,70.46153846,0,0,0,1,
83,2/17/16,2/4/16,Anbar,Ramadi,107.2307692,0,0,0,1,
84,2/17/16,2/4/16,Anbar,Rania,74.92307692,0,0,0,1,
85,2/17/16,2/4/16,Anbar,Samarra,583,0,9.230769231,0,1,
86,2/17/16,2/4/16,Anbar,Shaqlawa,37.84615385,0,0,0,1,
87,2/17/16,2/4/16,Anbar,Sharbazher,335.8461538,0,2.384615385,0,1,
88,2/17/16,2/4/16,Anbar,Shatt Al-Arab,165.0769231,0,0.076923077,0,1,
89,2/17/16,2/4/16,Anbar,Sinjar,112.2307692,0,0,0,1,
90,2/17/16,2/4/16,Anbar,Soran,88.69230769,0,0,0,1,
91,2/17/16,2/4/16,Anbar,Sulaymaniya,560.2307692,15.38461538,5.538461538,0,1,
92,2/17/16,2/4/16,Anbar,Sumel,150.3076923,15.38461538,0.153846154,0,1,
93,2/17/16,2/4/16,Anbar,Suq Al-Shoyokh,352.9230769,15.38461538,12.46153846,0,1,
94,2/17/16,2/4/16,Anbar,Telafar,1086.384615,15.38461538,0,0,1,
95,2/17/16,2/4/16,Anbar,Tikrit,44.46153846,15.38461538,0,0,1,
96,2/17/16,2/4/16,Anbar,Tilkaif,273.6923077,15.38461538,0.692307692,0,1,
97,2/17/16,2/4/16,Anbar,Zakho,2012.307692,15.38461538,0,0,1,
98,2/17/16,2/4/16,Babylon,Abu Al-Khaseeb,583,15.38461538,9.230769231,0,1,
99,2/17/16,2/4/16,Babylon,Abu Al-Khaseeb,352.9230769,56.53846154,12.46153846,0,1,
100,2/17/16,2/4/16,Babylon,Adhamia,1086.384615,56.53846154,0,0,1,
101,2/17/16,2/4/16,Babylon,Afaq,44.46153846,56.53846154,0,0,1,
102,2/17/16,2/4/16,Babylon,Afaq,335.8461538,15.38461538,2.384615385,0,1,
103,2/17/16,2/4/16,Babylon,Ain Al-Tamur,165.0769231,15.38461538,0.076923077,0,1,
104,2/17/16,2/4/16,Babylon,Ain Al-Tamur,273.6923077,56.53846154,0.692307692,0,1,
105,2/17/16,2/4/16,Babylon,Akre,112.2307692,15.38461538,0,0,1,
106,2/17/16,2/4/16,Babylon,Al Resafa,88.69230769,15.38461538,0,0,1,
107,2/17/16,2/4/16,Babylon,Al Sadr,560.2307692,248.0769231,5.538461538,120,1,
108,2/17/16,2/4/16,Babylon,Al-Chibayish,150.3076923,248.0769231,0.153846154,0,1,
109,2/17/16,2/4/16,Babylon,Al-Daur,352.9230769,248.0769231,12.46153846,0,1,
110,2/17/16,2/4/16,Babylon,Al-Hai,1086.384615,248.0769231,0,0,1,
111,2/17/16,2/4/16,Babylon,Al-Hamdaniya,44.46153846,248.0769231,0,0,1,
112,2/17/16,2/4/16,Babylon,Al-Hawiga,273.6923077,248.0769231,0.692307692,0,1,
113,2/17/16,2/4/16,Babylon,Al-Hindiya,393.3076923,248.0769231,0.307692308,0,1,
114,2/17/16,2/4/16,Babylon,Al-Ka'im,2012.307692,248.0769231,0,0,1,
115,2/17/16,2/4/16,Babylon,Al-Kahla,76.38461538,248.0769231,2.076923077,0,1,
116,2/17/16,2/4/16,Babylon,Al-Khalis,70.46153846,248.0769231,0,0,1,
117,2/17/16,2/4/16,Babylon,Al-Khidhir,107.2307692,248.0769231,0,0,1,
118,2/17/16,2/4/16,Babylon,Al-Mahawil,74.92307692,248.0769231,0,0,1,
119,2/17/16,2/4/16,Babylon,Al-Maimouna,583,248.0769231,9.230769231,0,1,
120,2/17/16,2/4/16,Babylon,Al-Manathera,37.84615385,248.0769231,0,0,1,
121,2/17/16,2/4/16,Babylon,Al-Mejar Al-Kabir,335.8461538,248.0769231,2.384615385,0,1,
122,2/17/16,2/4/16,Babylon,Al-Midaina,165.0769231,248.0769231,0.076923077,0,1,
123,2/17/16,2/4/16,Babylon,Al-Muqdadiya,112.2307692,248.0769231,0,0,1,
124,2/17/16,2/4/16,Babylon,Al-Musayab,88.69230769,248.0769231,0,0,1,
125,2/17/16,2/4/16,Babylon,Al-Na'maniya,560.2307692,11.46153846,5.538461538,0,1,
126,2/17/16,2/4/16,Babylon,Al-Qurna,150.3076923,11.46153846,0.153846154,0,1,
127,2/17/16,2/4/16,Babylon,Al-Rifa'i,352.9230769,11.46153846,12.46153846,0,1,
128,2/17/16,2/4/16,Babylon,Al-Rumaitha,1086.384615,11.46153846,0,0,1,
129,2/17/16,2/4/16,Babylon,Al-Rutba,44.46153846,11.46153846,0,0,1,
130,2/17/16,2/4/16,Babylon,Al-Samawa,273.6923077,11.46153846,0.692307692,0,1,
131,2/17/16,2/4/16,Babylon,Al-Shamiya,393.3076923,11.46153846,0.307692308,0,1,
132,2/17/16,2/4/16,Babylon,Al-Shatra,2012.307692,11.46153846,0,0,1,
133,2/17/16,2/4/16,Babylon,Al-Shikhan,76.38461538,11.46153846,2.076923077,0,1,
134,2/17/16,2/4/16,Babylon,Al-Shirqat,70.46153846,11.46153846,0,0,1,
135,2/17/16,2/4/16,Babylon,Al-Suwaira,107.2307692,11.46153846,0,0,1,
136,2/17/16,2/4/16,Babylon,Al-Zubair,74.92307692,11.46153846,0,0,1,
137,2/17/16,2/4/16,Babylon,Ali Al-Gharbi,583,11.46153846,9.230769231,20,1,
138,2/17/16,2/4/16,Babylon,Amara,37.84615385,11.46153846,0,0,1,
139,2/17/16,2/4/16,Babylon,Amedi,335.8461538,11.46153846,2.384615385,0,1,
140,2/17/16,2/4/16,Babylon,Ana,165.0769231,11.46153846,0.076923077,0,1,
141,2/17/16,2/4/16,Babylon,Ba'quba,112.2307692,11.46153846,0,0,1,
142,2/17/16,2/4/16,Babylon,Badra,88.69230769,11.46153846,0,0,1,
143,2/17/16,2/4/16,Babylon,Baiji,560.2307692,5.461538462,5.538461538,0,1,
144,2/17/16,2/4/16,Babylon,Balad,150.3076923,5.461538462,0.153846154,0,1,
145,2/17/16,2/4/16,Babylon,Baladrooz,352.9230769,5.461538462,12.46153846,0,1,
146,2/17/16,2/4/16,Babylon,Basrah,1086.384615,5.461538462,0,0,1,
147,2/17/16,2/4/16,Babylon,Chamchamal,44.46153846,5.461538462,0,0,1,
148,2/17/16,2/4/16,Babylon,Dahuk,273.6923077,5.461538462,0.692307692,0,1,
149,2/17/16,2/4/16,Babylon,Darbandikhan,2012.307692,5.461538462,0,0,1,
150,2/17/16,2/4/16,Babylon,Diwaniya,76.38461538,5.461538462,2.076923077,0,1,
151,2/17/16,2/4/16,Babylon,Dokan,70.46153846,5.461538462,0,0,1,
152,2/17/16,2/4/16,Babylon,Falluja,74.92307692,5.461538462,0,0,1,
153,2/17/16,2/4/16,Babylon,Fao,583,5.461538462,9.230769231,0,1,
154,2/17/16,2/4/16,Babylon,Haditha,37.84615385,5.461538462,0,0,1,
155,2/17/16,2/4/16,Babylon,Halabja,335.8461538,5.461538462,2.384615385,0,1,
156,2/17/16,2/4/16,Babylon,Hamza,165.0769231,5.461538462,0.076923077,0,1,
157,2/17/16,2/4/16,Babylon,Hashimiya,112.2307692,5.461538462,0,0,1,
158,2/17/16,2/4/16,Babylon,Hatra,88.69230769,5.461538462,0,0,1,
159,2/17/16,2/4/16,Babylon,Heet,560.2307692,112.2307692,5.538461538,0,1,
160,2/17/16,2/4/16,Babylon,Hilla,150.3076923,112.2307692,0.153846154,0,1,
161,2/17/16,2/4/16,Babylon,Kadhimia,273.6923077,112.2307692,0.692307692,0,1,
162,2/17/16,2/4/16,Babylon,Kalar,352.9230769,112.2307692,12.46153846,0,1,
163,2/17/16,2/4/16,Babylon,Karkh,1086.384615,112.2307692,0,0,1,
164,2/17/16,2/4/16,Babylon,Kerbala,44.46153846,112.2307692,0,0,1,
165,2/17/16,2/4/16,Babylon,Khanaqin,393.3076923,112.2307692,0.307692308,0,1,
166,2/17/16,2/4/16,Babylon,Kifri,2012.307692,112.2307692,0,0,1,
167,2/17/16,2/4/16,Babylon,Kirkuk,76.38461538,112.2307692,2.076923077,55,1,
168,2/17/16,2/4/16,Babylon,Koisnjaq,70.46153846,112.2307692,0,0,1,
169,2/17/16,2/4/16,Babylon,Kufa,107.2307692,112.2307692,0,0,1,
170,2/17/16,2/4/16,Babylon,Kut,74.92307692,112.2307692,0,0,1,
171,2/17/16,2/4/16,Babylon,Mada'in,583,112.2307692,9.230769231,0,1,
172,2/17/16,2/4/16,Babylon,Mahmoudiya,37.84615385,112.2307692,0,0,1,
173,2/17/16,2/4/16,Babylon,Makhmur,335.8461538,112.2307692,2.384615385,0,1,
174,2/17/16,2/4/16,Babylon,Mergasur,165.0769231,112.2307692,0.076923077,0,1,
175,2/17/16,2/4/16,Babylon,Mosul,112.2307692,112.2307692,0,0,1,
176,2/17/16,2/4/16,Babylon,Najaf,88.69230769,112.2307692,0,0,1,
177,2/17/16,2/4/16,Babylon,Nassriya,560.2307692,25.07692308,5.538461538,0,1,
178,2/17/16,2/4/16,Babylon,Penjwin,150.3076923,25.07692308,0.153846154,0,1,
179,2/17/16,2/4/16,Babylon,Pshdar,352.9230769,25.07692308,12.46153846,0,1,
180,2/17/16,2/4/16,Babylon,Qal'at Saleh,1086.384615,25.07692308,0,0,1,
181,2/17/16,2/4/16,Babylon,Ramadi,44.46153846,25.07692308,0,0,1,
182,2/17/16,2/4/16,Babylon,Rania,273.6923077,25.07692308,0.692307692,0,1,
183,2/17/16,2/4/16,Babylon,Samarra,393.3076923,25.07692308,0.307692308,0,1,
184,2/17/16,2/4/16,Babylon,Shaqlawa,2012.307692,25.07692308,0,0,1,
185,2/17/16,2/4/16,Babylon,Sharbazher,76.38461538,25.07692308,2.076923077,0,1,
186,2/17/16,2/4/16,Babylon,Shatt Al-Arab,70.46153846,25.07692308,0,0,1,
187,2/17/16,2/4/16,Babylon,Sinjar,107.2307692,25.07692308,0,0,1,
188,2/17/16,2/4/16,Babylon,Soran,74.92307692,25.07692308,0,0,1,
189,2/17/16,2/4/16,Babylon,Sulaymaniya,583,25.07692308,9.230769231,0,1,
190,2/17/16,2/4/16,Babylon,Sumel,37.84615385,25.07692308,0,0,1,
191,2/17/16,2/4/16,Babylon,Suq Al-Shoyokh,335.8461538,25.07692308,2.384615385,0,1,
192,2/17/16,2/4/16,Babylon,Telafar,165.0769231,25.07692308,0.076923077,0,1,
193,2/17/16,2/4/16,Babylon,Tikrit,112.2307692,25.07692308,0,0,1,
194,2/17/16,2/4/16,Babylon,Tilkaif,88.69230769,25.07692308,0,0,1,
195,2/17/16,2/4/16,Babylon,Zakho,150.3076923,56.53846154,0.153846154,0,1,
196,2/17/16,2/4/16,Baghdad,Abu Al-Khaseeb,393.3076923,56.53846154,0.307692308,0,1,
197,2/17/16,2/4/16,Baghdad,Abu Al-Khaseeb,335.8461538,34.07692308,2.384615385,0,1,
198,2/17/16,2/4/16,Baghdad,Adhamia,165.0769231,34.07692308,0.076923077,0,1,
199,2/17/16,2/4/16,Baghdad,Afaq,112.2307692,34.07692308,0,0,1,
200,2/17/16,2/4/16,Baghdad,Afaq,76.38461538,56.53846154,2.076923077,26,1,
201,2/17/16,2/4/16,Baghdad,Ain Al-Tamur,70.46153846,56.53846154,0,0,1,
202,2/17/16,2/4/16,Baghdad,Ain Al-Tamur,88.69230769,34.07692308,0,0,1,
203,2/17/16,2/4/16,Baghdad,Akre,107.2307692,56.53846154,0,0,1,
204,2/17/16,2/4/16,Baghdad,Al Resafa,74.92307692,56.53846154,0,0,1,
205,2/17/16,2/4/16,Baghdad,Al Sadr,583,56.53846154,9.230769231,98,1,
206,2/17/16,2/4/16,Baghdad,Al-Chibayish,37.84615385,56.53846154,0,0,1,
207,2/17/16,2/4/16,Baghdad,Al-Daur,335.8461538,56.53846154,2.384615385,38,1,
208,2/17/16,2/4/16,Baghdad,Al-Hai,165.0769231,56.53846154,0.076923077,0,1,
209,2/17/16,2/4/16,Baghdad,Al-Hamdaniya,112.2307692,56.53846154,0,0,1,
210,2/17/16,2/4/16,Baghdad,Al-Hawiga,88.69230769,56.53846154,0,0,1,
211,2/17/16,2/4/16,Baghdad,Al-Hindiya,560.2307692,5.076923077,5.538461538,0,1,
212,2/17/16,2/4/16,Baghdad,Al-Ka'im,150.3076923,5.076923077,0.153846154,0,1,
213,2/17/16,2/4/16,Baghdad,Al-Kahla,352.9230769,5.076923077,12.46153846,0,1,
214,2/17/16,2/4/16,Baghdad,Al-Khalis,1086.384615,5.076923077,0,0,1,
215,2/17/16,2/4/16,Baghdad,Al-Khidhir,44.46153846,5.076923077,0,0,1,
216,2/17/16,2/4/16,Baghdad,Al-Mahawil,273.6923077,5.076923077,0.692307692,0,1,
217,2/17/16,2/4/16,Baghdad,Al-Maimouna,393.3076923,5.076923077,0.307692308,0,1,
218,2/17/16,2/4/16,Baghdad,Al-Manathera,2012.307692,5.076923077,0,0,1,
219,2/17/16,2/4/16,Baghdad,Al-Mejar Al-Kabir,76.38461538,5.076923077,2.076923077,0,1,
220,2/17/16,2/4/16,Baghdad,Al-Midaina,70.46153846,5.076923077,0,0,1,
221,2/17/16,2/4/16,Baghdad,Al-Muqdadiya,107.2307692,5.076923077,0,0,1,
222,2/17/16,2/4/16,Baghdad,Al-Musayab,74.92307692,5.076923077,0,0,1,
223,2/17/16,2/4/16,Baghdad,Al-Na'maniya,583,5.076923077,9.230769231,0,1,
224,2/17/16,2/4/16,Baghdad,Al-Qurna,37.84615385,5.076923077,0,0,1,
225,2/17/16,2/4/16,Baghdad,Al-Rifa'i,335.8461538,5.076923077,2.384615385,0,1,
226,2/17/16,2/4/16,Baghdad,Al-Rumaitha,165.0769231,5.076923077,0.076923077,0,1,
227,2/17/16,2/4/16,Baghdad,Al-Rutba,112.2307692,5.076923077,0,0,1,
228,2/17/16,2/4/16,Baghdad,Al-Samawa,88.69230769,5.076923077,0,0,1,
229,2/17/16,2/4/16,Baghdad,Al-Shamiya,560.2307692,6.538461538,5.538461538,0,1,
230,2/17/16,2/4/16,Baghdad,Al-Shatra,150.3076923,6.538461538,0.153846154,6,1,
231,2/17/16,2/4/16,Baghdad,Al-Shikhan,352.9230769,6.538461538,12.46153846,0,1,
232,2/17/16,2/4/16,Baghdad,Al-Shirqat,1086.384615,6.538461538,0,0,1,
233,2/17/16,2/4/16,Baghdad,Al-Suwaira,44.46153846,6.538461538,0,0,1,
234,2/17/16,2/4/16,Baghdad,Al-Zubair,273.6923077,6.538461538,0.692307692,0,1,
235,2/17/16,2/4/16,Baghdad,Ali Al-Gharbi,393.3076923,6.538461538,0.307692308,0,1,
236,2/17/16,2/4/16,Baghdad,Amara,2012.307692,6.538461538,0,0,1,
237,2/17/16,2/4/16,Baghdad,Amedi,76.38461538,6.538461538,2.076923077,0,1,
238,2/17/16,2/4/16,Baghdad,Ana,70.46153846,6.538461538,0,0,1,
239,2/17/16,2/4/16,Baghdad,Ba'quba,107.2307692,6.538461538,0,0,1,
240,2/17/16,2/4/16,Baghdad,Badra,74.92307692,6.538461538,0,0,1,
241,2/17/16,2/4/16,Baghdad,Baiji,583,6.538461538,9.230769231,0,1,
242,2/17/16,2/4/16,Baghdad,Balad,37.84615385,6.538461538,0,0,1,
243,2/17/16,2/4/16,Baghdad,Baladrooz,335.8461538,6.538461538,2.384615385,0,1,
244,2/17/16,2/4/16,Baghdad,Basrah,165.0769231,6.538461538,0.076923077,0,1,
245,2/17/16,2/4/16,Baghdad,Chamchamal,112.2307692,6.538461538,0,0,1,
246,2/17/16,2/4/16,Baghdad,Dahuk,88.69230769,6.538461538,0,0,1,
247,2/17/16,2/4/16,Baghdad,Darbandikhan,150.3076923,1.769230769,0.153846154,0,1,
248,2/17/16,2/4/16,Baghdad,Diwaniya,352.9230769,1.769230769,12.46153846,0,1,
249,2/17/16,2/4/16,Baghdad,Dokan,1086.384615,1.769230769,0,0,1,
250,2/17/16,2/4/16,Baghdad,Falluja,273.6923077,1.769230769,0.692307692,0,1,
251,2/17/16,2/4/16,Baghdad,Fao,393.3076923,1.769230769,0.307692308,0,1,
252,2/17/16,2/4/16,Baghdad,Haditha,2012.307692,1.769230769,0,0,1,
253,2/17/16,2/4/16,Baghdad,Halabja,76.38461538,1.769230769,2.076923077,0,1,
254,2/17/16,2/4/16,Baghdad,Hamza,70.46153846,1.769230769,0,0,1,
255,2/17/16,2/4/16,Baghdad,Hashimiya,107.2307692,1.769230769,0,0,1,
256,2/17/16,2/4/16,Baghdad,Hatra,74.92307692,1.769230769,0,0,1,
257,2/17/16,2/4/16,Baghdad,Heet,583,1.769230769,9.230769231,0,1,
258,2/17/16,2/4/16,Baghdad,Hilla,37.84615385,1.769230769,0,0,1,
259,2/17/16,2/4/16,Baghdad,Kadhimia,88.69230769,1.769230769,0,0,1,
260,2/17/16,2/4/16,Baghdad,Kalar,335.8461538,1.769230769,2.384615385,0,1,
261,2/17/16,2/4/16,Baghdad,Karkh,165.0769231,1.769230769,0.076923077,0,1,
262,2/17/16,2/4/16,Baghdad,Kerbala,112.2307692,1.769230769,0,0,1,
263,2/17/16,2/4/16,Baghdad,Khanaqin,560.2307692,1.692307692,5.538461538,0,1,
264,2/17/16,2/4/16,Baghdad,Kifri,150.3076923,1.692307692,0.153846154,0,1,
265,2/17/16,2/4/16,Baghdad,Kirkuk,352.9230769,1.692307692,12.46153846,0,1,
266,2/17/16,2/4/16,Baghdad,Koisnjaq,1086.384615,1.692307692,0,0,1,
267,2/17/16,2/4/16,Baghdad,Kufa,44.46153846,1.692307692,0,0,1,
268,2/17/16,2/4/16,Baghdad,Kut,273.6923077,1.692307692,0.692307692,0,1,
269,2/17/16,2/4/16,Baghdad,Mada'in,393.3076923,1.692307692,0.307692308,0,1,
270,2/17/16,2/4/16,Baghdad,Mahmoudiya,2012.307692,1.692307692,0,0,1,
271,2/17/16,2/4/16,Baghdad,Makhmur,76.38461538,1.692307692,2.076923077,0,1,
272,2/17/16,2/4/16,Baghdad,Mergasur,70.46153846,1.692307692,0,0,1,
273,2/17/16,2/4/16,Baghdad,Mosul,107.2307692,1.692307692,0,0,1,
274,2/17/16,2/4/16,Baghdad,Najaf,74.92307692,1.692307692,0,0,1,
275,2/17/16,2/4/16,Baghdad,Nassriya,583,1.692307692,9.230769231,0,1,
276,2/17/16,2/4/16,Baghdad,Penjwin,37.84615385,1.692307692,0,0,1,
277,2/17/16,2/4/16,Baghdad,Pshdar,335.8461538,1.692307692,2.384615385,0,1,
278,2/17/16,2/4/16,Baghdad,Qal'at Saleh,165.0769231,1.692307692,0.076923077,0,1,
279,2/17/16,2/4/16,Baghdad,Ramadi,112.2307692,1.692307692,0,0,1,
280,2/17/16,2/4/16,Baghdad,Rania,88.69230769,1.692307692,0,0,1,
281,2/17/16,2/4/16,Baghdad,Samarra,560.2307692,34.07692308,5.538461538,0,1,
282,2/17/16,2/4/16,Baghdad,Shaqlawa,150.3076923,34.07692308,0.153846154,0,1,
283,2/17/16,2/4/16,Baghdad,Sharbazher,352.9230769,34.07692308,12.46153846,0,1,
284,2/17/16,2/4/16,Baghdad,Shatt Al-Arab,1086.384615,34.07692308,0,0,1,
285,2/17/16,2/4/16,Baghdad,Sinjar,44.46153846,34.07692308,0,0,1,
286,2/17/16,2/4/16,Baghdad,Soran,273.6923077,34.07692308,0.692307692,0,1,
287,2/17/16,2/4/16,Baghdad,Sulaymaniya,393.3076923,34.07692308,0.307692308,0,1,
288,2/17/16,2/4/16,Baghdad,Sumel,2012.307692,34.07692308,0,0,1,
289,2/17/16,2/4/16,Baghdad,Suq Al-Shoyokh,76.38461538,34.07692308,2.076923077,0,1,
290,2/17/16,2/4/16,Baghdad,Telafar,70.46153846,34.07692308,0,0,1,
291,2/17/16,2/4/16,Baghdad,Tikrit,107.2307692,34.07692308,0,0,1,
292,2/17/16,2/4/16,Baghdad,Tilkaif,74.92307692,34.07692308,0,0,1,
293,2/17/16,2/4/16,Baghdad,Zakho,37.84615385,34.07692308,0,0,1,
294,2/17/16,2/4/16,Basrah,Abu Al-Khaseeb,560.2307692,73.61538462,5.538461538,0,1,
295,2/17/16,2/4/16,Basrah,Abu Al-Khaseeb,76.38461538,19.07692308,2.076923077,0,1,
